,ID,Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Functioning Day
1109,4222,25/05/2018,1740,21,19.1,50,1.4,1378,8.4,0.0,0.0,0.0,Yes
1110,2182,01/03/2018,212,21,-3.0,50,3.7,1301,-11.9,0.0,0.0,0.0,Yes
1111,3417,22/04/2018,429,8,16.3,40,0.8,1982,2.6,0.25,0.0,,Yes
1112,4420,03/06/2018,437,3,18.0,64,1.3,1560,11.0,0.0,0.0,0.0,Yes
1113,115,05/12/2017,789,18,-2.6,40,0.0,2000,-14.4,0.0,0.0,,Yes
1114,2291,06/03/2018,380,10,3.7,51,1.3,1596,-5.5,1.56,0.0,0.0,Yes
1115,2928,01/04/2018,588,23,16.3,82,1.3,480,13.2,0.0,0.0,0.0,Yes
1116,6172,15/08/2018,474,3,29.1,70,0.3,1952,23.0,0.0,0.0,0.0,Yes
1117,1312,24/01/2018,149,15,-10.8,29,3.8,2000,-25.4,1.06,0.0,0.7,Yes
1118,3053,07/04/2018,80,4,1.6,70,3.6,1392,-3.2,0.0,0.1,0.0,Yes
1119,3850,10/05/2018,0,9,15.5,55,1.7,1318,6.4,1.76,0.0,0.0,No
1120,6557,31/08/2018,170,4,23.2,83,1.6,1102,20.1,0.0,0.0,0.0,Yes
1121,232,10/12/2017,180,15,6.7,63,4.5,715,0.1,0.35,0.0,1.0,Yes
1122,6021,08/08/2018,1822,20,31.0,66,2.9,1857,23.8,0.02,0.0,0.0,Yes
1123,1630,06/02/2018,175,21,-10.6,39,3.1,2000,-21.9,0.0,0.0,0.0,Yes
1124,5907,04/08/2018,594,2,29.9,59,1.9,1902,21.0,0.0,,0.0,Yes
1125,6295,20/08/2018,675,6,25.3,67,1.5,1450,18.7,0.0,0.0,0.0,Yes
1126,2602,19/03/2018,387,9,8.2,81,2.7,1273,5.1,0.2,0.5,0.0,Yes
1127,6650,04/09/2018,486,1,21.3,97,1.1,570,20.7,0.0,0.0,0.0,Yes
1128,5680,25/07/2018,781,15,34.0,50,3.0,1705,22.1,1.72,0.0,0.0,Yes
1129,545,23/12/2017,473,16,8.2,64,1.0,281,1.7,0.32,0.0,0.0,Yes
1130,3639,01/05/2018,1536,14,23.0,64,2.8,520,15.8,1.59,0.0,0.0,Yes
1131,2843,29/03/2018,482,10,15.0,69,1.5,552,9.3,1.02,0.0,0.0,Yes
1132,766,01/01/2018,203,21,-0.9,44,1.2,1871,-11.6,0.0,0.0,0.0,Yes
1133,6289,20/08/2018,818,0,27.0,62,0.6,2000,19.0,0.0,0.0,0.0,Yes
1134,393,17/12/2017,94,8,-10.7,43,0.9,2000,-20.8,0.0,0.0,0.0,Yes
1135,392,17/12/2017,53,7,-10.2,42,2.3,2000,-20.6,0.0,0.0,0.0,Yes
1136,5650,24/07/2018,926,9,31.7,59,1.0,1706,22.6,1.69,0.0,0.0,Yes
1137,5667,25/07/2018,499,2,28.8,68,1.8,2000,22.2,0.0,0.0,0.0,Yes
1138,3063,07/04/2018,919,14,8.1,24,4.7,1914,-11.3,2.99,0.0,0.0,Yes
1139,1934,19/02/2018,332,13,5.1,41,nan,1097,-7.0,1.03,0.0,0.0,Yes
1140,5613,22/07/2018,1688,20,33.3,50,2.3,1706,21.4,0.1,0.0,0.0,Yes
1141,5962,06/08/2018,614,9,28.4,87,1.7,1313,26.0,0.56,4.0,0.0,Yes
1142,1894,17/02/2018,133,21,-2.3,38,2.3,2000,-14.7,0.0,0.0,0.0,Yes
1143,1946,20/02/2018,172,1,-0.5,76,1.6,402,-4.2,0.0,0.0,0.0,Yes
1144,2785,27/03/2018,380,0,9.0,68,1.1,426,3.3,0.0,0.0,0.0,Yes
1145,4461,04/06/2018,2508,20,23.4,43,1.1,2000,10.0,0.01,0.0,0.0,Yes
1146,2561,17/03/2018,1440,16,13.7,28,2.1,1499,-4.5,1.88,0.0,0.0,Yes
1147,47,02/12/2017,354,22,3.5,54,1.5,1446,-4.9,0.0,0.0,0.0,Yes
1148,2563,17/03/2018,934,18,10.6,42,2.8,1307,-1.8,0.31,0.0,0.0,Yes
1149,679,29/12/2017,128,6,0.8,68,0.6,673,-4.4,0.0,0.0,0.0,Yes
1150,6973,17/09/2018,1083,12,25.2,50,1.7,1710,14.0,2.83,0.0,0.0,Yes
1151,6919,15/09/2018,272,6,21.0,84,0.9,2000,18.1,0.0,0.1,0.0,Yes
1152,3943,14/05/2018,552,6,12.1,89,0.3,252,10.3,0.02,,0.0,Yes
1153,5276,08/07/2018,2272,19,26.3,51,1.7,2000,15.3,0.18,0.0,0.0,Yes
1154,5157,03/07/2018,2398,20,28.8,72,0.9,2000,23.2,0.11,0.0,0.0,Yes
1155,725,31/12/2017,32,4,-0.2,87,3.5,246,-2.1,0.0,0.0,1.2,Yes
1156,3872,11/05/2018,1156,7,12.4,82,1.0,314,9.4,0.1,0.0,,Yes
1157,6143,13/08/2018,1635,22,29.9,60,1.3,2000,21.2,0.0,0.0,0.0,Yes
1158,1631,06/02/2018,169,22,-11.1,43,nan,1960,-21.2,0.0,0.0,0.0,Yes
1159,4006,16/05/2018,398,21,21.8,97,1.3,160,21.2,0.0,0.5,0.0,Yes
1160,6130,13/08/2018,903,9,29.4,74,2.0,917,24.2,1.18,0.0,0.0,Yes
1161,6891,14/09/2018,482,2,21.3,75,1.1,2000,16.6,0.0,0.0,0.0,Yes
1162,6006,08/08/2018,260,5,27.9,84,0.0,1172,24.9,0.0,0.0,0.0,Yes
1163,3687,03/05/2018,367,14,12.7,75,3.8,1510,8.3,0.88,0.4,0.0,Yes
1164,2590,18/03/2018,71,21,8.8,72,0.9,501,4.0,0.0,0.0,0.0,Yes
1165,1054,13/01/2018,156,21,-4.1,79,0.7,522,-7.2,0.0,0.0,0.0,Yes
1166,740,31/12/2017,163,19,0.0,31,2.2,2000,-15.1,0.0,0.0,0.0,Yes
1167,1382,27/01/2018,189,13,-6.6,27,2.1,1889,-22.5,1.24,0.0,0.3,Yes
1168,1156,18/01/2018,95,3,3.6,74,1.7,273,-0.6,0.0,0.0,0.0,Yes
1169,412,18/12/2017,32,3,-5.3,76,1.0,767,-8.8,0.0,0.3,0.5,Yes
1170,764,01/01/2018,125,19,-0.1,39,1.3,1911,-12.4,0.0,0.0,0.0,Yes
1171,706,30/12/2017,224,9,0.2,76,1.3,249,-3.5,0.03,0.0,0.0,Yes
1172,5957,06/08/2018,162,4,28.4,82,0.5,1144,25.0,0.0,0.0,0.0,Yes
1173,269,12/12/2017,46,4,-11.6,47,2.1,1982,-20.6,0.0,0.0,0.0,Yes
1174,3076,08/04/2018,141,3,2.0,50,2.0,2000,-7.3,0.0,0.0,0.0,Yes
1175,4994,27/06/2018,254,1,20.0,96,3.0,182,19.3,0.0,,0.0,Yes
1176,2733,24/03/2018,513,20,7.1,83,3.3,203,4.4,0.0,0.0,0.0,Yes
1177,671,28/12/2017,285,22,0.0,63,1.3,968,-6.2,0.0,0.0,0.0,Yes
1178,1531,02/02/2018,592,18,0.5,37,3.0,1733,-12.5,0.06,,0.0,Yes
1179,5102,01/07/2018,30,13,21.2,97,1.1,760,20.6,0.2,3.5,0.0,Yes
1180,3635,01/05/2018,1002,10,22.2,61,1.2,531,14.3,1.72,0.0,0.0,Yes
1181,5623,23/07/2018,652,6,29.2,58,1.7,2000,20.0,0.01,0.0,0.0,Yes
1182,1917,18/02/2018,213,20,0.6,33,1.9,2000,-13.8,0.0,0.0,0.0,Yes
1183,4449,04/06/2018,2287,8,22.1,44,1.4,1435,9.2,1.16,0.0,0.0,Yes
1184,5804,30/07/2018,2016,19,35.2,43,0.9,2000,20.7,0.42,0.0,0.0,Yes
1185,6262,18/08/2018,1886,21,26.8,48,0.9,2000,14.8,0.0,0.0,0.0,Yes
1186,3228,14/04/2018,52,11,8.1,94,1.2,802,7.1,0.39,0.5,0.0,Yes
1187,3376,20/04/2018,1080,15,26.1,27,1.8,581,5.6,2.59,0.0,0.0,Yes
1188,351,15/12/2017,329,14,-0.7,39,0.8,826,-12.9,0.35,0.0,0.0,Yes
1189,5476,17/07/2018,372,3,24.8,80,1.0,1988,21.1,0.0,0.0,0.0,Yes
1190,2547,17/03/2018,268,2,2.3,56,0.6,2000,-5.5,0.0,0.0,0.0,Yes
1191,6306,20/08/2018,1704,17,32.1,44,2.6,1731,18.3,0.6,0.0,0.0,Yes
1192,3377,20/04/2018,1206,16,25.7,30,3.4,600,6.8,2.07,0.0,0.0,Yes
1193,3575,28/04/2018,1165,22,13.0,45,1.6,1713,1.3,0.0,0.0,0.0,Yes
1194,4029,17/05/2018,17,20,21.3,97,2.8,388,20.7,0.0,12.5,0.0,Yes
1195,2489,14/03/2018,1049,16,21.7,41,3.2,2000,7.8,1.91,0.0,0.0,Yes
1196,1126,16/01/2018,342,21,4.3,56,0.7,434,-3.7,0.0,0.0,0.0,Yes
1197,2293,06/03/2018,504,12,8.5,34,1.9,1876,-6.4,2.55,0.0,0.0,Yes
1198,2091,26/02/2018,80,2,-1.7,66,0.8,1631,-7.2,0.0,0.0,0.0,Yes
1199,5125,02/07/2018,218,12,22.4,97,1.0,945,21.8,0.46,0.0,0.0,Yes
1200,6613,02/09/2018,1075,12,27.5,43,nan,1959,13.7,2.75,0.0,0.0,Yes
1201,6014,08/08/2018,673,13,34.4,48,2.1,1921,21.7,2.37,0.0,0.0,Yes
1202,906,07/01/2018,349,17,2.3,33,0.2,1515,-12.3,0.13,0.0,0.0,Yes
1203,2004,22/02/2018,308,11,2.7,44,0.9,1761,-8.3,1.45,0.0,0.0,Yes
1204,871,06/01/2018,69,6,-6.5,67,0.7,1175,-11.6,0.0,0.0,0.0,Yes
1205,2643,21/03/2018,147,2,1.4,40,2.9,2000,-10.7,0.0,0.0,0.0,Yes
1206,1053,13/01/2018,158,20,-3.9,78,1.1,596,-7.1,0.0,0.0,0.0,Yes
1207,6082,11/08/2018,672,9,29.7,58,1.3,1955,20.5,1.68,0.0,0.0,Yes
1208,1235,21/01/2018,189,10,-1.3,37,0.8,1070,-14.1,0.47,0.0,0.0,Yes
1209,1321,25/01/2018,78,0,-15.9,43,3.8,2000,-25.6,0.0,0.0,0.7,Yes
1210,4085,20/05/2018,205,4,12.8,44,0.8,2000,0.8,0.0,0.0,0.0,Yes
1211,2205,02/03/2018,427,20,1.2,35,2.5,1977,-12.6,0.0,0.0,0.0,Yes
1212,688,29/12/2017,426,15,5.7,53,2.7,408,-3.1,0.65,0.0,0.0,Yes
1213,774,02/01/2018,58,5,-3.1,67,0.6,1384,-8.3,0.0,0.0,0.0,Yes
1214,5425,15/07/2018,1143,0,26.0,82,1.9,1674,22.6,0.0,0.0,0.0,Yes
1215,595,25/12/2017,237,18,-1.6,33,2.0,2000,-15.8,0.0,0.0,0.0,Yes
1216,1552,03/02/2018,210,15,-4.5,31,4.3,1979,-19.1,1.91,0.0,0.0,Yes
1217,5882,03/08/2018,675,1,31.7,68,0.3,1103,25.0,0.0,0.0,0.0,Yes
1218,5294,09/07/2018,99,13,20.3,87,1.0,771,18.0,0.31,0.5,0.0,Yes
1219,5778,29/07/2018,895,17,36.3,36,1.5,2000,18.8,1.87,0.0,0.0,Yes
1220,2135,27/02/2018,461,22,5.4,49,1.1,687,-4.4,0.0,0.0,0.0,Yes
1221,1390,27/01/2018,103,21,-7.9,35,2.6,1878,-20.7,0.0,0.0,0.0,Yes
1222,1533,02/02/2018,241,20,-1.3,51,2.4,1481,-10.1,0.0,0.0,0.0,Yes
1223,6163,14/08/2018,2305,18,33.7,53,2.4,2000,22.7,0.78,0.0,0.0,Yes
1224,6059,10/08/2018,683,10,30.5,58,0.6,1875,21.2,1.84,0.0,0.0,Yes
1225,2391,10/03/2018,906,14,9.2,38,2.6,1377,-4.4,2.53,0.0,0.0,Yes
1226,3918,13/05/2018,72,5,13.5,98,0.8,105,13.1,0.0,0.0,0.0,Yes
1227,2888,31/03/2018,264,7,9.5,72,0.2,1017,4.6,0.04,0.0,0.0,Yes
1228,1998,22/02/2018,75,5,-2.4,59,1.1,1984,-9.3,0.0,0.0,0.0,Yes
1229,6718,06/09/2018,1851,21,24.6,70,2.5,2000,18.7,0.0,0.0,0.0,Yes
1230,3552,27/04/2018,975,23,14.0,66,1.2,519,7.7,0.0,0.0,0.0,Yes
1231,3469,24/04/2018,925,12,15.2,57,1.9,2000,6.7,1.33,,0.0,Yes
1232,4581,09/06/2018,246,20,23.7,62,1.6,1402,15.9,0.0,0.4,,Yes
1233,3276,16/04/2018,855,11,14.1,32,1.3,2000,-2.3,2.67,0.0,0.0,Yes
1234,5724,27/07/2018,619,11,32.7,56,1.9,1034,22.7,2.57,0.0,0.0,Yes
1235,1997,22/02/2018,66,4,-2.4,58,0.3,2000,-9.5,0.0,0.0,0.0,Yes
1236,4009,17/05/2018,118,0,22.0,97,1.6,152,21.4,0.0,0.5,0.0,Yes
1237,5761,29/07/2018,921,0,28.4,70,0.9,1945,22.3,0.0,0.0,0.0,Yes
1238,3631,01/05/2018,306,6,17.8,85,0.6,265,15.2,0.0,0.0,0.0,Yes
1239,6646,03/09/2018,110,21,21.6,97,0.5,646,21.0,0.0,0.5,0.0,Yes
1240,6932,15/09/2018,1578,19,23.8,78,2.2,1991,19.7,0.0,0.0,0.0,Yes
1241,6765,08/09/2018,1944,20,22.8,45,2.0,2000,10.2,0.0,0.0,0.0,Yes
1242,158,07/12/2017,394,13,4.1,37,3.1,1767,-9.3,1.14,0.0,0.0,Yes
1243,773,02/01/2018,31,4,-2.7,67,0.5,1302,-7.9,0.0,0.0,0.0,Yes
1244,4111,21/05/2018,467,6,11.4,0,0.9,2000,-2.0,0.03,0.0,0.0,Yes
1245,911,07/01/2018,214,22,1.1,40,0.5,1305,-11.0,0.0,0.0,0.0,Yes
1246,1070,14/01/2018,272,13,3.0,52,1.4,568,-5.9,0.9,0.0,0.0,Yes
1247,1259,22/01/2018,221,10,1.1,31,0.7,1898,-14.1,0.25,0.0,0.0,Yes
1248,6757,08/09/2018,1273,12,25.2,36,2.4,1995,9.0,2.93,0.0,0.0,Yes
1249,6467,27/08/2018,104,10,21.7,97,1.0,1249,21.1,0.29,2.5,0.0,Yes
1250,2844,29/03/2018,583,11,16.1,63,1.2,555,9.0,1.08,0.0,0.0,Yes
1251,99,05/12/2017,124,2,-6.8,41,2.5,2000,-17.8,0.0,0.0,0.0,Yes
1252,213,09/12/2017,298,20,0.8,51,1.4,1848,-8.2,0.0,0.0,0.0,Yes
1253,917,08/01/2018,46,4,1.0,43,0.8,1253,-10.2,0.0,0.0,0.0,Yes
1254,4896,22/06/2018,1648,23,22.9,34,1.1,1810,6.1,0.0,0.0,0.0,Yes
1255,3719,04/05/2018,1256,22,12.7,55,2.0,1775,3.8,0.0,0.0,0.0,Yes
1256,604,26/12/2017,72,3,-2.6,70,1.0,1992,-7.3,0.0,0.0,0.0,Yes
1257,5391,13/07/2018,999,14,29.5,62,2.7,1941,21.4,1.79,0.0,0.0,Yes
1258,5920,04/08/2018,690,15,34.7,48,3.6,1973,22.0,2.47,0.0,0.0,Yes
1259,4626,11/06/2018,1475,17,20.7,72,3.4,2000,15.4,0.11,0.0,0.0,Yes
1260,118,05/12/2017,415,21,-3.7,47,0.0,2000,-13.3,0.0,0.0,0.0,Yes
1261,4574,09/06/2018,1583,13,28.8,42,2.0,1438,14.6,2.38,0.0,0.0,Yes
1262,2322,07/03/2018,849,17,10.4,37,1.0,2000,-3.6,0.67,0.0,0.0,Yes
1263,4106,21/05/2018,420,1,14.5,31,1.1,2000,-2.4,0.0,0.0,0.0,Yes
1264,4405,02/06/2018,1253,12,28.3,30,3.0,1675,9.0,3.29,0.0,0.0,Yes
1265,4739,16/06/2018,1166,10,21.8,46,0.9,1927,9.6,2.46,0.0,0.0,Yes
1266,3947,14/05/2018,779,10,16.6,67,0.9,479,10.4,1.23,0.0,0.0,Yes
1267,1435,29/01/2018,438,18,-6.6,34,2.5,2000,-19.8,0.06,0.0,0.0,Yes
1268,119,05/12/2017,393,22,-2.8,49,0.0,2000,-12.0,0.0,0.0,0.0,Yes
1269,2871,30/03/2018,965,14,21.0,28,2.8,1191,1.7,2.75,0.0,0.0,Yes
1270,6229,17/08/2018,904,12,30.3,30,1.9,1981,10.7,3.17,0.0,0.0,Yes
1271,860,05/01/2018,443,19,-2.5,49,0.6,1436,-11.7,0.0,0.0,,Yes
1272,4037,18/05/2018,22,4,18.1,98,1.7,223,17.7,0.0,1.0,0.0,Yes
1273,2031,23/02/2018,312,14,7.8,57,2.1,277,-0.2,1.39,0.0,0.0,Yes
1274,1753,12/02/2018,103,0,-7.7,52,3.2,1982,-15.8,0.0,0.0,0.0,Yes
1275,5306,10/07/2018,39,1,20.4,97,0.3,193,19.9,0.0,8.5,0.0,Yes
1276,3774,07/05/2018,170,5,14.2,85,0.5,1412,11.7,0.0,0.0,0.0,Yes
1277,3971,15/05/2018,832,10,22.7,37,0.9,879,7.2,2.18,0.0,0.0,Yes
1278,4206,25/05/2018,201,5,14.3,75,0.6,635,9.9,0.0,0.0,0.0,Yes
1279,1619,06/02/2018,128,10,-11.3,35,4.2,1848,-23.7,1.15,0.0,0.0,Yes
1280,4565,09/06/2018,352,4,19.0,83,0.4,473,16.0,0.0,0.0,0.0,Yes
1281,4836,20/06/2018,1100,11,23.7,56,2.4,1070,14.3,2.33,0.0,0.0,Yes
1282,756,01/01/2018,169,11,0.1,27,nan,1874,-16.7,0.84,0.0,0.0,Yes
1283,3525,26/04/2018,1531,20,14.4,50,2.7,1216,4.0,0.01,0.0,0.0,Yes
1284,828,04/01/2018,264,11,-4.4,40,0.8,1671,-16.0,0.69,,0.0,Yes
1285,1173,18/01/2018,303,20,1.1,44,1.2,1171,-9.8,0.0,0.0,0.0,Yes
1286,2233,04/03/2018,161,0,8.5,87,0.9,303,6.4,0.0,0.0,0.0,Yes
1287,6421,25/08/2018,1070,12,27.9,55,2.9,1922,18.0,1.49,0.0,0.0,Yes
1288,5708,26/07/2018,1994,19,32.3,63,2.1,1037,24.3,0.41,0.0,0.0,Yes
1289,4402,02/06/2018,1005,9,23.3,43,1.2,1257,10.0,1.91,0.0,0.0,Yes
1290,3136,10/04/2018,933,15,21.4,33,4.8,1998,4.4,1.63,0.0,0.0,Yes
1291,5490,17/07/2018,1591,17,31.8,52,2.4,1438,20.7,1.93,0.0,0.0,Yes
1292,6053,10/08/2018,214,4,26.3,85,0.4,1216,23.5,0.0,0.0,0.0,Yes
1293,470,20/12/2017,228,13,-1.3,43,1.0,1777,-12.3,0.8,0.0,1.7,Yes
1294,5624,23/07/2018,1241,7,29.3,58,0.8,2000,20.1,0.23,0.0,0.0,Yes
1295,444,19/12/2017,174,11,-3.5,35,2.2,1742,-16.7,0.87,0.0,2.5,Yes
1296,1800,13/02/2018,211,23,2.4,59,3.2,2000,-4.8,0.0,0.0,0.0,Yes
1297,3884,11/05/2018,1999,19,17.1,51,2.5,1223,6.8,0.06,0.0,0.0,Yes
1298,827,04/01/2018,197,10,-6.4,43,1.0,1872,-16.9,0.43,0.0,0.0,Yes
1299,2408,11/03/2018,119,7,2.9,84,1.9,241,0.4,0.0,0.0,0.0,Yes
1300,5922,04/08/2018,901,17,34.3,48,3.4,2000,21.7,1.82,0.0,0.0,Yes
1301,4771,17/06/2018,2474,18,25.0,59,3.4,1324,16.4,0.54,0.0,0.0,Yes
1302,3482,25/04/2018,444,1,8.4,58,1.1,2000,0.6,0.0,0.0,0.0,Yes
1303,4506,06/06/2018,2104,17,27.4,48,2.7,1084,15.4,1.8,0.0,0.0,Yes
1304,2468,13/03/2018,1224,19,14.1,77,2.0,1240,10.1,0.04,0.0,0.0,Yes
1305,1687,09/02/2018,117,6,-4.0,41,0.8,1242,-15.3,0.0,0.0,0.0,Yes
1306,2985,04/04/2018,1284,8,10.3,86,2.5,2000,8.0,0.15,0.0,0.0,Yes
1307,6201,16/08/2018,1660,8,28.2,68,1.3,2000,21.7,0.41,0.0,0.0,Yes
1308,606,26/12/2017,65,5,-2.9,77,0.8,1833,-6.3,0.0,0.0,0.0,Yes
1309,4694,14/06/2018,1056,13,22.8,67,1.2,930,16.3,1.55,0.0,0.0,Yes
1310,3885,11/05/2018,941,20,16.7,52,0.9,1328,6.7,0.0,0.0,0.0,Yes
1311,3210,13/04/2018,1662,17,18.1,16,1.4,2000,-8.1,0.45,0.0,0.0,Yes
1312,5421,14/07/2018,2023,20,29.2,63,1.7,1988,21.4,0.1,0.0,0.0,Yes
1313,6873,13/09/2018,2329,8,20.9,68,1.3,2000,14.7,0.18,0.0,0.0,Yes
1314,3337,19/04/2018,520,0,9.8,44,1.4,1268,-1.8,0.0,0.0,0.0,Yes
1315,5830,31/07/2018,1719,21,32.7,51,2.8,2000,21.2,0.0,0.0,0.0,Yes
1316,4240,26/05/2018,1575,15,29.4,30,2.0,882,10.0,2.82,0.0,0.0,Yes
1317,2778,26/03/2018,925,17,17.1,31,3.3,1075,-0.1,1.33,0.0,0.0,Yes
1318,5153,03/07/2018,1325,16,31.3,52,1.2,2000,20.2,1.63,0.0,0.0,Yes
1319,6443,26/08/2018,681,10,26.3,53,1.6,2000,15.9,2.19,0.0,0.0,Yes
1320,6528,29/08/2018,198,23,24.2,94,0.9,1808,23.1,0.0,1.0,0.0,Yes
1321,6269,19/08/2018,264,4,23.6,61,0.3,2000,15.6,0.0,0.0,0.0,Yes
1322,4229,26/05/2018,232,4,14.8,73,0.5,994,9.9,0.0,0.0,0.0,Yes
1323,3254,15/04/2018,1229,13,13.5,46,3.4,1325,2.0,2.71,0.0,0.0,Yes
1324,309,13/12/2017,263,20,-7.6,35,0.8,2000,-20.4,0.0,0.0,0.0,Yes
1325,3167,11/04/2018,0,22,10.3,42,1.0,1923,-2.0,0.0,0.0,0.0,No
1326,3112,09/04/2018,1038,15,14.2,24,1.8,1743,-6.1,2.6,0.0,0.0,Yes
1327,6448,26/08/2018,782,15,24.3,64,1.8,1931,17.0,0.59,0.0,0.0,Yes
1328,6654,04/09/2018,219,5,20.2,97,1.2,528,19.7,0.0,0.0,0.0,Yes
1329,2775,26/03/2018,575,14,17.4,39,2.9,520,3.2,2.7,0.0,0.0,Yes
1330,6167,14/08/2018,1587,22,30.9,63,0.7,2000,23.0,0.0,0.0,0.0,Yes
1331,5128,02/07/2018,619,15,24.2,93,1.0,590,22.9,0.78,0.0,0.0,Yes
1332,1789,13/02/2018,281,12,1.0,41,3.3,1794,-10.8,2.11,0.0,0.0,Yes
1333,6727,07/09/2018,624,6,20.2,70,1.6,1690,14.5,0.0,0.0,,Yes
1334,5137,03/07/2018,349,0,23.2,98,0.2,927,22.8,0.0,0.5,0.0,Yes
1335,5097,01/07/2018,20,8,22.1,93,0.5,805,20.9,0.14,1.0,0.0,Yes
1336,4209,25/05/2018,1996,8,17.1,57,1.7,792,8.5,1.21,0.0,0.0,Yes
1337,2168,01/03/2018,61,7,2.6,89,4.3,320,0.9,0.0,0.0,0.0,Yes
1338,31,02/12/2017,70,6,-4.3,82,2.1,1178,-6.9,0.0,0.0,0.0,Yes
1339,6945,16/09/2018,464,8,21.9,88,1.6,601,19.8,0.17,0.0,0.0,Yes
1340,4155,23/05/2018,34,2,15.0,97,2.5,236,14.5,0.0,3.0,0.0,Yes
1341,5315,10/07/2018,768,10,22.6,85,0.9,1996,19.9,0.38,0.0,0.0,Yes
1342,6828,11/09/2018,1012,11,23.7,40,2.0,2000,9.2,2.6,0.0,0.0,Yes
1343,4741,16/06/2018,1525,12,24.8,43,1.2,1943,11.3,3.27,0.0,0.0,Yes
1344,532,23/12/2017,230,3,5.4,77,nan,583,1.6,0.0,0.0,0.0,Yes
1345,6411,25/08/2018,708,2,22.9,82,2.1,1829,19.6,0.0,0.0,0.0,Yes
1346,502,21/12/2017,248,21,-0.4,74,0.6,1065,-4.4,0.0,0.0,0.8,Yes
1347,6628,03/09/2018,211,3,24.2,70,0.3,2000,18.3,0.0,0.0,,Yes
1348,798,03/01/2018,67,5,-6.4,47,2.4,1981,-15.8,0.0,0.0,0.0,Yes
1349,2519,15/03/2018,506,22,9.8,90,3.7,493,8.2,0.0,0.0,0.0,Yes
1350,621,26/12/2017,252,20,-6.1,32,4.7,2000,-20.1,0.0,0.0,0.0,Yes
1351,1550,03/02/2018,229,13,-5.8,38,3.7,1961,-17.8,2.25,0.0,0.0,Yes
1352,5855,01/08/2018,1367,22,32.6,64,2.4,1703,24.8,0.0,0.0,0.0,Yes
1353,1715,10/02/2018,223,10,1.8,73,2.8,270,-2.5,0.69,0.0,0.0,Yes
1354,4269,27/05/2018,2044,20,20.6,41,2.3,1788,6.8,0.09,0.0,0.0,Yes
1355,1324,25/01/2018,32,3,-16.0,40,1.9,2000,-26.5,0.0,0.0,0.7,Yes
1356,1637,07/02/2018,34,4,-13.1,54,0.7,1369,-20.4,0.0,0.0,0.0,Yes
1357,3349,19/04/2018,919,12,17.8,21,2.7,1335,-4.8,2.79,0.0,0.0,Yes
1358,2129,27/02/2018,411,16,6.9,54,nan,692,-1.7,0.32,0.0,0.0,Yes
1359,2348,08/03/2018,683,19,4.5,72,2.7,529,-0.1,0.03,0.0,0.0,Yes
1360,3923,13/05/2018,716,10,15.2,88,nan,1090,13.2,0.55,0.0,0.0,Yes
1361,3806,08/05/2018,1117,13,21.7,44,2.1,2000,8.9,2.46,,0.0,Yes
1362,6292,20/08/2018,255,3,26.1,65,0.6,2000,18.9,0.0,0.0,0.0,Yes
1363,803,03/01/2018,213,10,-5.6,38,2.9,1752,-17.6,0.55,0.0,0.0,Yes
1364,807,03/01/2018,270,14,-1.5,30,2.8,1903,-16.8,1.1,0.0,0.0,Yes
1365,4048,18/05/2018,906,15,16.7,85,1.2,2000,14.1,0.49,0.0,0.0,Yes
1366,1985,21/02/2018,409,16,3.7,14,3.9,2000,-21.4,1.71,0.0,0.0,Yes
1367,665,28/12/2017,390,16,0.3,57,2.3,1204,-7.2,0.19,0.0,0.0,Yes
1368,4241,26/05/2018,1690,16,29.0,31,2.9,889,10.1,2.26,0.0,0.0,Yes
1369,2238,04/03/2018,15,5,8.8,96,1.2,196,8.1,0.0,0.0,0.0,Yes
1370,2681,22/03/2018,752,16,10.3,34,3.8,1850,-4.9,1.93,0.0,0.0,Yes
1371,2854,29/03/2018,1046,21,14.4,66,1.7,677,8.1,0.0,0.0,0.0,Yes
1372,853,05/01/2018,362,12,-0.3,45,2.2,1066,-10.8,1.01,0.0,0.0,Yes
1373,6774,09/09/2018,165,5,16.3,66,0.5,2000,9.9,0.0,0.0,0.0,Yes
1374,3608,30/04/2018,1075,7,15.1,78,1.5,354,11.2,0.06,0.0,0.0,Yes
1375,1830,15/02/2018,32,5,-2.4,33,3.1,2000,-16.5,0.0,0.0,0.0,Yes
1376,2020,23/02/2018,32,3,0.9,97,1.2,243,0.4,0.0,3.7,4.1,Yes
1377,6175,15/08/2018,346,6,28.4,74,1.0,1700,23.3,0.0,0.0,0.0,Yes
1378,1823,14/02/2018,218,22,0.3,33,4.0,1436,-14.1,0.0,0.0,0.0,Yes
1379,4923,24/06/2018,1254,2,20.9,87,1.8,222,18.6,0.0,0.0,0.0,Yes
1380,3679,03/05/2018,469,6,7.9,86,2.0,1070,5.6,0.01,0.0,0.0,Yes
1381,2618,20/03/2018,243,1,5.5,42,3.1,2000,-6.4,0.0,0.0,0.0,Yes
1382,4829,20/06/2018,249,4,19.1,82,1.5,471,15.9,0.0,0.0,0.0,Yes
1383,1509,01/02/2018,263,20,-2.4,36,1.0,2000,-15.4,0.0,0.0,0.0,Yes
1384,1147,17/01/2018,501,18,5.2,62,2.9,503,-1.5,0.01,0.0,0.0,Yes
